id_news,event,category,address,latitud,longitud
53.409.240," Según información oficial, el homicidio",ciencia," La Vega Central,",-33.42924855,-70.64934272039619
53.708.080," Pokémon TCG,",deportes, palacio de La Moneda,-33.442820999999995,-70.65421248096878
53.418.363, emigrar.,tecnologia," Zapallar,  en la Región de Valparaíso,",,
53.563.153," cuatro universidades,",tecnologia,Chile,-31.7613365,-71.3187697
53.409.982, test de drogas.,politica," confitería Torres del Centro Cultural Palacio de La Moneda,",,
53.563.099, temporario,medio_ambiente, El lago Calafquén,-38.6744844,-72.2197899
53.581.991, estafa.,accidentes," Aeropuerto de Santiago,",-33.38939795,-70.79415901711005
53.410.309, apropiación indebida.,ciencia," Clínica de Las Condes-,",-33.39991605,-70.50964924313772
53.555.035," elecciones,",ciencia," Diario “Pulso” de La Tercera,",,
53.876.787, Estudiante Universitario,deportes, Festival Futbol Cine.,,
53.414.592, Juegos Olímpicos,tecnologia," París 2024,",-34.73311773469388,-58.44644124489796
53.554.018, megaterremoto,ciencia, Tohoku Oki,,
53.522.764, lluvia,accidentes, Los Lagos,-42.300844,-73.105387
53.712.782," un experimento piloto,",tecnologia, la superficie de la Tierra.,,
53.522.298, Gas Andes.,entretenimiento, Gas Andes.,-22.888051949999998,-43.27583304048018
53.608.746, elecciones presidenciales,internacional, Caracas,10.5060934,-66.9146008
53.558.744," terremoto,",ciencia," 15 km al sur de Tocopilla,",,
53.414.620, bullying,ciencia, Escuela Pedro Pablo Lemaitre.,-53.142166950000004,-70.90440331775244
53.411.343, Hiperinflación,economia," La Encrucijada de Turmero,",10.2097023,-67.4822136
53.421.091, Copa Libertadores,deportes, Colombia.,4.099917,-72.9088133
53.708.220," pandemia,",ciencia," }Miércoles, 4 de Septiembre de 2024",,
53.654.485," atentados y hechos de violencia,",medio_ambiente," cruce Barnet,",,
53.017.127, clima extremos,salud, Chile,-31.7613365,-71.3187697
53.571.511," evaluación de  aeronavegabilidad militar,",tecnologia, Estados Unidos,39.7837304,-100.445882
53.879.441," formalizaciones de la investigación”,",ciencia," cuarto Juzgado de Garantía de Santiago,",,
53.559.717, prisión preventiva por el caso Farmacias Populares.,ciencia," Anexo Capitán Yáber,",,
53.425.293, Juegos Olímpicos,deportes, Juegos Olímpicos de París 2024.,,
53.554.284," homicidio""",ciencia, Interior,43.726938,-101.984042
53.435.071, farándula,ciencia," YouTube llamado Pedro Pé,",,
53.017.730, elecciones municipales,educacion, Concepción.,-36.8270795,-73.0502399
53.879.703, ferias libres.,medio_ambiente," Los Lagos,",-42.300844,-73.105387
53.409.555," el proyecto ""carece de información esencial""",medio_ambiente," Taltal, Región de Antofagasta.",-25.4078293,-70.4858424
53.580.746, competencias hípicas.,salud, Club Hípico de Santiago,-33.463918199999995,-70.6685993152827
53.418.341," delito”,",ciencia," Coronel, Región del Biobío.",-37.0164712,-73.1561953
53.412.379, “el inicio de una serie de trabajos,medio_ambiente, se verificó en terreno,,
53.408.307," cívico-militar,",ciencia, Junín,-11.5,-75.0
53.559.924," el robo del siglo,",ciencia," Aeropuerto de Santiago,",-33.38939795,-70.79415901711005
53.421.023, Rusia está en guerra,entretenimiento, Moscú.,55.625578,37.6063916
53.417.032, postelectoral.,internacional," Santo Domingo de Guzmán,",18.4801972,-69.942111
53.557.619, descarrilamiento,accidentes," Valencia de Quilpué,",-33.0417418,-71.4675477
53.420.579, elecciones presidenciales,internacional, Curitiba.,-25.4295963,-49.2712724
53.579.406, marejadas,accidentes, Valparaíso,-33.0458456,-71.6196749
53.413.041, intervención quirúrgica,accidentes, Vicuña,-30.0340482,-70.7126702
53.561.097, impactos balísticos.,ciencia," Montahue, en la comuna de Penco.",,
53.411.987, Copa Libertadores,deportes, la comuna de Macul.,,
53.555.395," nominación para la Corte Suprema”,",ciencia, CNN Chile,-33.4743219,-70.6673763
53.416.083, emergencia internacional,salud, República Democrática del Congo,-2.9814344,23.8222636
53.418.251,vado de dinero.,ciencia, 22 de junio de 2023.,,
53.561.130, Copa Libertadores,deportes, Monumental,41.4002844,2.1795937
53.879.745," no se trataría de un delito contra el medio ambiente,",ciencia, islote español de s’Espalmador de Formentera,,
53.554.819, Viruela del Mono.,salud, Chile,-31.7613365,-71.3187697
53.406.283," campeonato de fulbito,",deportes," un campeonato de fulbito,",,
53.564.808," una tromba marina,",accidentes, cerca de la isla italiana de Sicilia.,,
53.876.957," una querella,",ciencia, motel El Duende.,,
53.409.876, 9 de agosto 2024.-,tecnologia," Municipalidad de Chonchi,",-42.6237755,-73.7722388
53.561.129, una convocatoria dirigida a artistas interdisciplinares,tecnologia, Chile,-31.7613365,-71.3187697
53.408.278, tópico específico.,tecnologia," 2009,",-32.95645454396062,-60.70744407201817
53.555.841, prevención de enfermedades infecciosas,educacion," colegio Saint Mary de La Serena,",-29.94523615,-71.2477583
53.556.729, Festival Folclórico del Guatón Loyola,educacion, Festival Folclórico del Guatón Loyola,,
53.580.442," cambio climático,",medio_ambiente, Aguas Calientes en Puyehue.,,
53.011.500," una persecución,",accidentes," Av. Vicuña Mackenna con Enrique Olivares,",,
53.015.211, alta mar,accidentes," entre Calais y Dunkerque, en Francia.",,
53.562.385, proceso electoral.,internacional, la red social X,,
53.877.380, 👋⚪🔵,deportes, Portugal,39.6621648,-8.1353519
53.017.236," la oscilación antártica,",medio_ambiente, Santiago.,-33.4377756,-70.6504502
53.554.060, una extensa caminata,salud, Arica,-18.4785288,-70.3211394
53.418.594, un robo,ciencia," avenida Einstein, comuna Recoleta.",,
53.556.432, serie de Honor,deportes, decimonovena fecha del Campeonato de Primera División,,
53.522.449, Día de la Niñez,accidentes, Valparaíso.,-33.0458456,-71.6196749
53.435.239, salió a compartir con unos amigos.,entretenimiento," recinto de la estación de servicio,",,
53.421.020," ""obsesión"".",deportes, Udinese.,-20.217764,57.4692542
53.408.404, NoticiasInformación basada en hechos,ciencia, región San Martín.,18.046426,-63.0413005
53.418.059," “Gran protesta mundial por la verdad”,",internacional, Santiago,-33.4377756,-70.6504502
53.425.914," bombardeos de Israel sobre Beirut,",internacional," Beirut,",33.8959203,35.47843
53.601.139, una expedición de 28 días,medio_ambiente, Salas y Gómez y Nazca,,
53.570.269," ""Le Mans""",entretenimiento," Kissimmee, Florida,",28.285105899999998,-81.41090050441758
53.415.377," delito de amenazas,",accidentes, Ñuñoa,-33.4543304,-70.60058198319726
53.561.376, Desafío Levantemos Chile,medio_ambiente," Canal Beagle, Viña del Mar.",-33.0391722,-71.5106512
53.558.707," cierto riesgo,",ciencia," Caupolicán,",-34.9896702,-71.2351752
53.417.553, prolongados cortes de energía y la conmoción,internacional, Italia,42.6384261,12.674297
53.414.763, fraude electoral.,internacional, Venezuela,8.0018709,-66.1109318
53.571.399, casó,entretenimiento, X,61.2603424,16.694698498129124
53.877.178, pelea relacionada con drogas.,ciencia, intersección vial de Arturo Fernández con Las Cabras.,,
53.557.970, siniestro que afectó locales comerciales,accidentes," la Alameda,",30.731272,-112.7828554
53.417.930, proceso eleccionario,internacional, Venezuela.,8.0018709,-66.1109318
53.878.789, tráfico de drogas.,ciencia," Castro, Chiloé.",-42.482375,-73.7642918
53.879.360," 30 días de reality,",entretenimiento," las instalaciones de Canal 13,",,
53.560.973, Panamericano de Colombia.,deportes, Estadio Manquehue,-33.3948706,-70.57531132518707
53.581.842," terremoto,",ciencia," 26 km al oeste de Calama,",,
53.621.242, vacaciones,entretenimiento, vacaciones en Europa.,,
53.555.932, simuló ser víctima de robos con violencia e intimidación,ciencia,VIÑA DEL MAR.-,-33.0244535,-71.5517636
53.620.845,"ELECCIONES REGIONALES,",accidentes," ruta que une las localidades de Tijeral y Mininco,",,
53.556.002, crisis política,internacional," Evópoli,",,
53.878.684, “aún se está en proceso de recopilar los antecedentes,accidentes," San Pedro de la Paz,",-36.8414183,-73.1039909
53.877.706, Alta Complejidad,ciencia," Collipulli,",-37.9566312,-72.4374375
53.571.065," cumpleaños,",entretenimiento," Nueva York, Estados Unidos.",40.7127281,-74.0060152
53.521.921," Festival de Viña 2025,",entretenimiento, Estados Unidos,39.7837304,-100.445882
53.564.993," en el mundo político,",internacional, Chile.,-31.7613365,-71.3187697
53.427.495, elecciones,internacional," Venezuela,",8.0018709,-66.1109318
53.560.880, fuerte temporal,ciencia," el mismo estero,",,
53.558.823," reuniones,",economia," Radio Universo,",-31.4565915,-64.5227815
53.555.119," parricidio,",accidentes, Buin.,-33.7319741,-70.7419619
53.560.405, sicariato,ciencia, centro de Concepción.,-36.8301581,-73.0610353
53.554.003," tráfico aéreo no identificado,",accidentes," zona oriental del Estrecho Magallanes,",,
53.878.556, delitos.,ciencia," Subsecretaría de Educación,",-33.4807552,-59.9996477
53.413.313, migrante,politica," Chile,",-31.7613365,-71.3187697
53.410.741," migración desordenada,",internacional," Venezuela”,",8.0018709,-66.1109318
53.568.250, Juegos Olímpicos de París 2024:,deportes, Juegos Olímpicos de París 2024:,,
53.662.641, temporada estival,medio_ambiente," a un costado de la calle Padre Hurtado,",,
53.564.685, Superclásico,deportes, Brasil,-10.3333333,-53.2
53.415.156," temblor demagnitud 2,7afectó",ciencia," Mina Collahuasi, en la región de Tarapacá,",,
53.558.599, un evento.,accidentes, Teatro Caupolicán,-33.4562166,-70.64923855
53.564.615, elecciones presidenciales,internacional, 28 de julio,-3.4759535,-74.8011996
53.878.139, elecciones presidenciales,internacional," Venezuela,",8.0018709,-66.1109318
53.580.209," terremoto,",ciencia," Calama, en la región de Antofagasta,",,
53.557.836, concierto,entretenimiento," Fortnite,",-34.5832662,-58.6360299
53.877.912," Supercopa de Europa,",deportes," Varsovia,",52.2319581,21.0067249
53.418.458," convivencia,",ciencia,La Superintendencia de Educación,-33.439457,-70.6476114
53.553.829, muerte.,ciencia," Servicio de Urgencia San Gerónimo,",,
53.566.984, amplia colaboración entre Chile y Brasil en diversos ámbitos.,tecnologia, Chile,-31.7613365,-71.3187697
53.651.936, Fundación Paz Ciudadana.,ciencia," 10 de abril de 2023,",,
53.653.637," atentados y hechos de violencia,",ciencia," una escuela de San Antonio, Temuco,",,
53.555.528, premio a la Economía Circular,tecnologia," zona norte, centro y sur del país.",,
53.557.920, la crisis.,medio_ambiente, Región Metropolitana,-33.5739341,-70.6205518
53.877.532, un trágico accidente.,medio_ambiente, Idahue,-36.8506236,-73.0765241
53.407.562, El Comercio,deportes, El Comercio,-12.0493037,-77.0307248
53.707.917, principales reclamos,tecnologia, china,35.000074,104.999927
53.416.837, Gran Misión Vuelta a la Patria,politica, frente al Palacio de Miraflores de Caracas.«Esta,,
53.560.615, bencinera,accidentes," Calera de Tango,",-33.6309419,-70.7593202
53.413.983, VI Concierto de la Temp/24;,entretenimiento," Múnich, Alemania,",48.1371079,11.5753822
53.412.393, masivo corte.,accidentes," centro y su del país,",37.9063788,-0.8578337
53.592.681, un foro,economia, Enela,59.1176023,26.338763049999997
53.413.460," día feriado,",economia, Chile,-31.7613365,-71.3187697
53.409.458, emergencia de salud pública de importancia internacional,salud, República Democrática del Congo,-2.9814344,23.8222636
53.644.512," Concierto VI de Temporada,",entretenimiento, Teatro Municipal de Temuco,-38.7404998,-72.62311043333978
53.408.661, centenario,deportes," centenario de Universitario de Deportes,",,
53.421.296," un intercambio masivo de prisioneros,",ciencia, Croacia,45.3658443,15.6575209
53.410.220, Día de la Madre,salud, restaurante Fundo Las Tórtolas,,
53.415.874, adoptada.,ciencia, región de Magallanes. En su lugar de nacimiento,,
53.556.902," fiesta del 18,",salud," Chile,",-31.7613365,-71.3187697
53.608.606, un encuentro internacional de mujeres rurales.,medio_ambiente, Región de Los Ríos.,-39.9742747,-72.6677006
53.423.326, comercial.,entretenimiento," Canal 13,",-33.4968745,-59.6616873
53.412.996, secuestros,educacion, el Colegio Cerro Guayaquil,,
53.522.179, se transformaron en un estándar en su industria,entretenimiento, en el sector agrario.,,
53.653.566," ""Gran Noche Con El Arte"".",medio_ambiente," galería Contacto de Santiago,",,
53.554.784," motivos imprevistos,",ciencia," la comuna de El Quisco,",,
53.557.599, se reportaban personas atrapadas,accidentes," Casino Media Luna,",-30.605782,-71.1951028
53.521.954, desaparición,accidentes, Osorno,42.4106725,-4.3609815
53.556.906," Nueva York,",economia," Nueva York,",40.7127281,-74.0060152
53.011.592, caída de servidores,accidentes, Metro de Santiago,-33.601031649999996,-70.57050729092406
53.557.945," querella de Sichel,",ciencia," Durante la audiencia,",,
53.877.896, infracción a la Ley de Pesca.,ciencia," Ancud,",-41.8682162,-73.8287225
53.879.409, la boda fallida,entretenimiento," Roma, Italia.",37.1277579,-7.6493087
53.554.542, medidas cautelares de los imputados.,ciencia," durante la jornada de este viernes,",,
53.877.470, los comicios.,internacional," Venezuela,",8.0018709,-66.1109318
53.879.103, asalto,ciencia, Rancagua,-34.170249,-70.7407427
53.555.636,"icidio frustrado,",ciencia," Los Ríos,",-1.4941273,-79.5542485
53.653.236," lo que sucede en La Araucanía,",educacion," La Araucanía,",-40.9071314,-73.157326
53.411.620," prolongado corte de luz,",tecnologia, Coquimbo y Los Lagos,-37.8127321,-72.696257
53.654.090, proyecto de ley,economia, Colegio Bautista.,13.6805963,-89.1906343
53.878.836," robo con violencia,",ciencia," calle Maipú,",25.7541306,-100.355857
53.412.969, elecciones,politica, Venezuela,8.0018709,-66.1109318
53.562.343," alta afluencia,",accidentes," Viena,",48.2083537,16.3725042
53.876.929, Campeonato Nacional.,deportes, Unión La Calera,-32.7909987,-71.2152907
53.423.351, fallido matrimonio,entretenimiento," ""hace poco,",,
53.411.356, “extrema ruralidad”.,tecnologia," todo el sur del país,",,
53.559.141," inauguración del Centro de Cuidados Comunitarios de la comuna,",economia," inauguración del Centro de Cuidados Comunitarios de la comuna,",,
53.406.006, Torneo Clausura 2024,deportes, estadio Alejandro Villanueva,-12.0685041,-77.0229272261725
53.565.419, vientos de hasta 125 km/h,economia," región Metropolitana,",-33.5739341,-70.6205518
53.558.450," Hoy, desde Madrid, celebra el lanzamiento",entretenimiento," Madrid,",40.4167047,-3.7035825
53.554.604, megaterremoto,ciencia, Tohoku Oki,,
53.408.411, aniversario de Arequipa.,deportes," Arequipa,",-16.3988667,-71.5369607
